sentence,Governing Law,Termination,Confidentiality,Limitation Of Liability,License Grant,Non-Compete,Assignment,IP Ownership,Payment Terms
"(c) Sections 2(a), 2(b), 2(c), 2(d), 3, and 11 shall survive the expiration or termination of this Agreement: (i) in perpetuity with respect to Titles for which the licenses granted in Section 2(a) are perpetual; and (ii) for the duration of the applicable license term specified in Schedule A with respect to Titles for which the license term specified in Schedule A extends beyond the expiration or termination of this Agreement.",0,0,0,0,1,0,0,0,0
"INSERT GRAPH Figure A-7: Timing for Answering Modem without Phase Reversal Table A-9 contains the nominal frequency, power, and duration requirements for ------------------------------------------------ Minimum Maximum Unit --------------------------------------------------------------------- Frequency 2085 2115 Hz --------------------------------------------------------------------- Duration 2.6 4.0 seconds --------------------------------------------------------------------- Power -18.0 -6.0 dBm0 --------------------------------------------------------------------- generating modem tones as derived from V.25 and G.164.",0,0,0,0,0,0,0,0,1
"This Agreement binds and enures to the benefit of the Parties, their successor or assigns, but may not be assigned by either Party without the prior written consent of the other Party; provided however, CERES shall have the right to assign its rights and obligations under this Agreement to any Affiliated Company without such prior consent.",0,0,0,0,0,0,1,0,0
"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York without regard to principles of conflict of laws.",1,0,0,0,0,0,0,0,0
"The Parties agree that this Agreement shall be governed by and construed in accordance with the laws of the State of Arizona without regard to conflicts of law provisions thereof or any other applicable law and that exclusive venue shall be in the federal or state courts located in Maricopa County, Arizona.",1,0,0,0,0,0,0,0,0
Force Majeure 18.1 Obligation to Perform.,0,0,0,0,0,0,0,0,0
"Subject to Section 5.2 and applicable Lead Times, Miltenyi shall use [...***...] to comply with unplanned changes in Purchase Orders requested by Bellicum either in terms of quantities or Delivery dates.",0,0,0,0,0,0,0,0,0
"GRANT 3.1 License Granted: Subject to the terms and conditions of this Agreement and to non-exclusive license agreements executed prior to the EFFECTIVE DATE, JHU hereby grants to the Company a non-exclusive, non-transferable license to make, have made, import, offer for sale and sell the LICENSED PRODUCT(S) and the LICENSED SERVICE(S) in the United States and worldwide under the PATENT RIGHT(S) in the LICENSED FIELD.",0,0,0,0,1,0,0,0,0
DISPUTES.,0,0,0,0,0,0,0,0,0
"Subject to the terms and conditions of this Agreement, the Company hereby grants to Allscripts a non-exclusive, royalty-free, irrevocable , non-transferable (except in accordance with Section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the Company's Intellectual Property to access, use, reproduce, perform, display, transmit, demonstrate, test, operate, port, configure, distribute, and make derivative works of the Documentation, Company Marketing Materials and Allscripts Marketing Materials, in whole or in part, throughout the Territory, for any purpose consistent with Section 8.1, [***].",0,0,0,0,1,0,0,0,0
Neither party may assign its rights and obligations under this Agreement without the written consent of the other party.,0,0,0,0,0,0,1,0,0
"If any provision of this Agreement is held to be invalid or unenforceable by a court of competent jurisdiction or other authoritative body, such invalidity or unenforceability will not affect any other provision of this Agreement.",0,0,0,0,0,0,0,0,0
"CONTENT DISTRIBUTION AND LICENSE AGREEMENT Deal Terms Licensed Program/ Film or Video Inevitable ""Licensed Rights"" to ConvergTV and ConvergTV Channels and/or Distribution Outlets x All, including but not limited to: xSimultaneous Internet Streaming x OTT Television x Internet Protocol Television x Radio, short wave, microwave, fiber optic x Alternative, secondary and specialty distribution x Stored as VOD, Content Distribution Networks/Company Servers x Full Television Broadcast Rights: x Free: Terrestrial, Cable, Satellite x Pay: Terrestrial, Cable, Satellite x Direct Satellite IP Distribution Systems Licensed Territory x Worldwide ¨ Other: _______________________________________________ License Term Perpetual, unlimited runs x Other: 2 years Commencing: November 15, 2012 Run Dates Within ConvergTV determined parameters.",0,0,0,0,1,0,0,0,0
34 ARTICLE VI GENERAL PROVISIONS Section 6.1 Remedies.,0,0,0,0,0,0,0,0,0
"2.4 The Distributor shall not: (a) represent itself as an agent of the Supplier for any purpose; or (b) pledge the Supplier's credit; or (c) give any condition or warranty on the Supplier's behalf except for any warranty or guarantee which cannot be excluded under law; or (d) make any representation on the Supplier's behalf; or (e) commit the Supplier to any contracts; or (f) act as the agent or the buying agent, for any person for any goods which are competitive with the Product; or (g) retain any monies of the Supplier except on a trustee or fiduciary basis; or (h) knowingly make any false or misleading statement to any supplier or service provider, or to the Distributor or its business, about the Products or the liability of the Supplier for the cost of any goods or services supplied to the Distributor or its business; or (i) incur any liability or assume any obligation on behalf of the Supplier; or 2.5 The Distributor shall not without the Supplier's prior written consent make any promises or guarantees about the Products beyond those: (a) agreed between the Distributor and the Supplier; and (b) contained in any promotional material supplied by the Supplier.",0,0,0,0,0,1,0,0,0
"Accordingly, PPG SHANGHAI will furnish certain information to DISTRIBUTOR regarding product safety and handling aspects of the Products, and DISTRIBUTOR, in addition to its independent responsibility to obtain and implement a product safety program regarding the Products, will implement and conform to PPG SHANGHAI's product safety recommendations and Responsible Care(R) Distributor Guidelines, DISTRIBUTOR will also provide its customers, employees and other third parties foreseeably exposed to the Products with appropriate warnings, advice and other material regarding the Products, including all product safety and handling material provided by PPG SHANGHAI, and will ensure that the Products are used, stored, handled, distributed, transported and disposed of in a manner consistent with all of the above recommendations.",0,0,0,0,0,0,1,0,0
"The parties shall deploy each of their respective sales forces in accordance with the terms of this Agreement in an effort to promote the Tests in the Territory in the manner as agreed to by the parties, under the direction of the Joint Steering Committee.",0,0,0,0,0,0,0,0,0
"THE FOREGOING WARRANTIES AND LIMITATIONS ARE EXCLUSIVE REMEDIES AND ARE IN LIEU OF ALL OTHER WARRANTIES EXPRESS OR IMPLIED, INCLUDING WITHOUT ANY LIMITATION WARRANTY OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE.",0,0,0,1,0,0,0,0,0
"You covenant and agree that You (or any shareholder if Your Franchise is a corporation) shall not, for a period of two years following termination of this Agreement for any reason, either directly or indirectly own, maintain, engage in, be employed by, advise, consult, assist, invest in or have any interest whatsoever in any business or entity which competes with or offers products or services which are the same or similar to those of AIRSOPURE or the Franchise within a radius of 25 miles of Your Exclusive Territory.",0,0,0,0,0,1,0,0,0
Closing: The closing of the initial public offering of the common stock of Cherry Hill.,0,0,0,0,0,0,0,0,0
"In the event of any termination of this Agreement pursuant to Section 14.2, then, if SFJ has not caused a Program Transfer to occur pursuant to Section 3.20: 14.3.1 to the extent not previously assigned to PB pursuant to Section 11.1.1.4, SFJ shall, and it hereby does, assign sole and exclusive ownership of the Trial Data Package including the Research Results included therein to PB, such assignment to be effective in accordance with Section 11.1.1.4; 14.3.2 effective as of such termination, SFJ shall, and it hereby does, assign to PB all of SFJ's and its Affiliates' right, title and interest in and to all Product Filings then owned or Controlled by SFJ or any of its Affiliates; provided that if any such Product Filing is not immediately transferable in a country, SFJ shall provide PB with all benefit of such Product Filing and such assistance and cooperation as necessary or reasonably requested by PB to timely transfer such Product Filing to PB or its designee or, at PB's option, to enable PB to obtain a substitute for such Product Filing without disruption to PB's development or Commercialization of the Product in the SFJ Territory; 14.3.3 within  to enable such transfer to be completed without interruption of any such Clinical Trial, in each case ((x) and (y)), at PB's cost and expense; and 14.3.5 SFJ shall, and shall cause its Affiliates to, promptly assign to PB or its designee any and all Clinical Trial Agreements, CRO Agreements and other Vendor Agreements to which any of them is a party and cooperate in good faith with PB to provide appropriate notice and new contact information to the applicable Sites, Clinical Investigators, CROs and other Vendors and PB shall accept such assignment of all obligations of SFJ and its Affiliates thereunder without recourse to SFJ other than any indemnification obligations which SFJ may be liable for thereunder.",0,0,0,0,0,0,0,1,0
"TERM, EXTENSION, AND TERMINATION.",0,0,0,0,0,0,0,0,0
"CONSULTANT acknowledges that CONSULTANT's rights in all discoveries, concepts, ideas, inventions, innovations, improvements, developments, methods, designs, analyses, drawings, reports, patent applications, copyrightable work and mask work (whether or not including any Proprietary Information) and all registrations or applications related thereto, all other proprietary information and all similar or related information (whether or not patentable) which relate to the Company's actual or anticipated business, research and development or existing or future products or services and which were or are conceived, developed, contributed to or made or reduced to practice by CONSULTANT (whether alone or jointly with others) while under contract with the Company, whether before or after the date of this Agreement (""Work Product""), belong to the Company.",0,0,0,0,0,0,0,1,0
"(b) In satisfaction of MMT's rights to the Promotion Fee, MMT shall retain from each payment to SIGA of the Quarterly Collected Revenue an amount equal to (i)  and (ii)  and (iii) any Credit Amounts.",0,0,0,0,0,0,0,0,1
